case_id,failure_mode_class,synthetic_ground_truth,observation_configuration,expected_behavior,actual_behavior,false_clean_indicator,false_clean_rate,flag_rate,unknown_rate,usable_coverage,runtime_seconds,nuisance_seed,nuisance_parameters,notes
negative_blur_cancellation-00-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261220,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-00-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261220,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-00-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261220,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-00-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261220,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-00-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261220,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-00-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261220,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-01-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261221,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-01-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261221,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-01-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261221,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-01-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261221,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-01-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261221,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-01-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261221,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-02-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261222,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-02-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261222,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-02-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261222,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-02-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261222,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-02-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261222,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-02-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261222,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-03-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261223,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-03-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261223,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-03-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261223,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-03-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261223,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-03-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261223,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-03-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261223,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-04-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261224,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-04-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261224,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-04-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261224,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-04-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261224,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-04-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261224,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-04-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261224,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-05-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261225,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-05-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261225,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-05-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261225,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-05-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261225,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-05-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261225,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-05-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261225,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-06-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261226,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-06-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261226,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-06-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261226,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-06-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261226,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-06-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261226,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-06-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261226,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-07-v0_single_reference,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261227,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-07-E1_gain_guard,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261227,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-07-E2_reference_consensus,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261227,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-07-E3_controlled_geometry,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus registered high-SNR geometry state; one reference each,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261227,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-07-E4_secondary_optical_hypothesis,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,primary plus hypothetical residue-sensitive optical state,FLAG,UNKNOWN,False,0.0,0.0,1.0,0.0,,20261227,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
negative_blur_cancellation-07-v1_retained,negative_blur_cancellation,sample q=0.6 and geometry b=-0.6 in the primary state,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261227,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state","A single relative slope observes b+q, so b=-q cancels; registered geometry narrows the allowed b interval."
